33,Walking,49404782303000,-2.8738933,12.53072,0.53119355
33,Walking,49404882278000,-2.7513103,11.563675,1.4982382
33,Walking,49404982315000,1.607201,7.8589406,-0.8036005
33,Walking,49405092300000,2.7649305,11.223166,1.2666923
33,Walking,49405192245000,-0.8036005,13.443283,0.61291564
33,Walking,49405302292000,-6.510526,18.8097,1.1849703
33,Walking,49405402328000,1.9885708,3.173541,-1.1441092
33,Walking,49405512314000,-2.6014864,1.6480621,-0.38136974
33,Walking,49405622299000,-3.255263,6.5922484,6.3607025
33,Walking,49405732315000,2.6423476,6.2108784,-5.5571017
33,Walking,49405842300000,-2.7240696,5.325556,-0.50395286
33,Walking,49405952316000,-0.53119355,8.539958,0.38136974
33,Walking,49406062301000,4.6036777,13.865514,0.7627395
33,Walking,49406172317000,-1.920469,13.756551,-4.671779
33,Walking,49406272232000,3.9090397,7.8589406,-0.50395286
33,Walking,49406372299000,-1.1168685,1.334794,-1.56634
33,Walking,49406482315000,-2.7921712,14.056199,10.691973
33,Walking,49406582290000,-7.1234417,14.328606,0.7218784
33,Walking,49406682296000,1.2666923,8.539958,-1.607201
33,Walking,49406792312000,0.14982383,5.134871,-3.405087
33,Walking,49406892318000,1.0760075,11.454713,1.7570249
33,Walking,49406992264000,2.7240696,15.636159,0.8036005
33,Walking,49407102310000,-3.9771416,14.47843,-2.5333846
33,Walking,49407202286000,4.2904096,5.366417,-0.38136974
33,Walking,49407312301000,-2.2201166,1.6480621,-1.4573772
33,Walking,49407422317000,0.61291564,19.272793,15.745122
33,Walking,49407472152000,-5.284695,4.0180025,-3.636633
33,Walking,49407572281000,2.6832085,5.325556,-4.862464
